id_signal,timestamp,value
wind,1455444000.0,13
humidity,1455444000.0,69
presure,1455530400.0,1186
visibility,1455530400.0,6
temperature,1455530400.0,43
wind,1455530400.0,113
humidity,1455530400.0,100
presure,1455616800.0,1157
visibility,1455616800.0,7
temperature,1455616800.0,-9
wind,1455616800.0,132
humidity,1455616800.0,27
presure,1455703200.0,1065
visibility,1455703200.0,11
temperature,1455703200.0,-22
wind,1455703200.0,135
humidity,1455703200.0,72
presure,1455789600.0,1177
visibility,1455789600.0,2
temperature,1455789600.0,3
wind,1455789600.0,131
humidity,1455789600.0,67
presure,1455876000.0,1037
visibility,1455876000.0,16
temperature,1455876000.0,38
wind,1455876000.0,146
humidity,1455876000.0,31
presure,1455962400.0,1151
visibility,1455962400.0,14
temperature,1455962400.0,2
wind,1455962400.0,71
humidity,1455962400.0,60
presure,1456048800.0,964
visibility,1456048800.0,19
temperature,1456048800.0,48
wind,1456048800.0,157
humidity,1456048800.0,28
presure,1456135200.0,991
visibility,1456135200.0,5
temperature,1456135200.0,-21
wind,1456135200.0,190
humidity,1456135200.0,83
presure,1456221600.0,1048
visibility,1456221600.0,16
temperature,1456221600.0,-28
wind,1456221600.0,129
humidity,1456221600.0,54
presure,1456308000.0,1016
visibility,1456308000.0,11
temperature,1456308000.0,-8
wind,1456308000.0,71
humidity,1456308000.0,63
presure,1456394400.0,1096
visibility,1456394400.0,9
temperature,1456394400.0,-25
wind,1456394400.0,18
humidity,1456394400.0,49
presure,1456480800.0,1142
visibility,1456480800.0,2
temperature,1456480800.0,17
wind,1456480800.0,81
humidity,1456480800.0,21
presure,1456567200.0,1072
visibility,1456567200.0,3
temperature,1456567200.0,5
wind,1456567200.0,79
humidity,1456567200.0,20
presure,1456653600.0,917
visibility,1456653600.0,2
temperature,1456653600.0,29
wind,1456653600.0,79
humidity,1456653600.0,1
presure,1456740000.0,1156
visibility,1456740000.0,9
temperature,1456740000.0,22
wind,1456740000.0,47
humidity,1456740000.0,43
presure,1456826400.0,1150
visibility,1456826400.0,6
temperature,1456826400.0,48
wind,1456826400.0,53
humidity,1456826400.0,68
presure,1456912800.0,937
visibility,1456912800.0,17
temperature,1456912800.0,33
wind,1456912800.0,185
humidity,1456912800.0,41
presure,1456999200.0,1097
visibility,1456999200.0,4
temperature,1456999200.0,-35
wind,1456999200.0,99
humidity,1456999200.0,89
presure,1457085600.0,935
visibility,1457085600.0,12
temperature,1457085600.0,45
wind,1457085600.0,137
humidity,1457085600.0,26
presure,1457172000.0,923
visibility,1457172000.0,17
temperature,1457172000.0,-22
wind,1457172000.0,66
humidity,1457172000.0,6
presure,1457258400.0,1013
visibility,1457258400.0,12
temperature,1457258400.0,20
wind,1457258400.0,92
humidity,1457258400.0,38
presure,1457344800.0,1088
visibility,1457344800.0,15
temperature,1457344800.0,26
wind,1457344800.0,170
humidity,1457344800.0,3
presure,1457431200.0,929
visibility,1457431200.0,1
temperature,1457431200.0,47
wind,1457431200.0,106
humidity,1457431200.0,22
presure,1457517600.0,1073
visibility,1457517600.0,5
temperature,1457517600.0,-35
wind,1457517600.0,101
humidity,1457517600.0,57
presure,1457604000.0,1041
visibility,1457604000.0,2
temperature,1457604000.0,19
wind,1457604000.0,40
humidity,1457604000.0,15
presure,1457690400.0,1012
visibility,1457690400.0,16
temperature,1457690400.0,-3
wind,1457690400.0,78
humidity,1457690400.0,82
presure,1457776800.0,977
visibility,1457776800.0,12
temperature,1457776800.0,49
wind,1457776800.0,35
humidity,1457776800.0,60
presure,1457863200.0,1043
visibility,1457863200.0,13
temperature,1457863200.0,-21
wind,1457863200.0,13
humidity,1457863200.0,3
presure,1457949600.0,1136
visibility,1457949600.0,2
temperature,1457949600.0,4
wind,1457949600.0,96
humidity,1457949600.0,65
presure,1458036000.0,951
visibility,1458036000.0,2
temperature,1458036000.0,35
wind,1458036000.0,64
humidity,1458036000.0,26
presure,1458122400.0,909
visibility,1458122400.0,0
temperature,1458122400.0,5
wind,1458122400.0,52
humidity,1458122400.0,70
presure,1458208800.0,1194
visibility,1458208800.0,15
temperature,1458208800.0,-45
wind,1458208800.0,35
humidity,1458208800.0,91
presure,1458295200.0,1172
visibility,1458295200.0,18
temperature,1458295200.0,0
wind,1458295200.0,8
humidity,1458295200.0,79
presure,1458381600.0,982
visibility,1458381600.0,0
temperature,1458381600.0,-42
wind,1458381600.0,114
humidity,1458381600.0,3
presure,1458468000.0,966
visibility,1458468000.0,17
temperature,1458468000.0,-2
wind,1458468000.0,62
humidity,1458468000.0,100
presure,1458554400.0,1029
visibility,1458554400.0,8
temperature,1458554400.0,3
wind,1458554400.0,28
humidity,1458554400.0,84
presure,1458640800.0,1150
visibility,1458640800.0,4
temperature,1458640800.0,3
wind,1458640800.0,35
humidity,1458640800.0,36
presure,1458727200.0,1013
visibility,1458727200.0,13
temperature,1458727200.0,7
wind,1458727200.0,123
humidity,1458727200.0,21
presure,1458813600.0,1106
visibility,1458813600.0,0
temperature,1458813600.0,-12
wind,1458813600.0,35
humidity,1458813600.0,5
presure,1458900000.0,1143
visibility,1458900000.0,6
temperature,1458900000.0,19
wind,1458900000.0,23
humidity,1458900000.0,33
presure,1458986400.0,902
visibility,1458986400.0,10
temperature,1458986400.0,-33
wind,1458986400.0,70
humidity,1458986400.0,50
presure,1459072800.0,1026
visibility,1459072800.0,10
temperature,1459072800.0,37
wind,1459072800.0,27
humidity,1459072800.0,71
presure,1459159200.0,1096
visibility,1459159200.0,5
temperature,1459159200.0,43
wind,1459159200.0,94
humidity,1459159200.0,76
presure,1459245600.0,1191
visibility,1459245600.0,0
temperature,1459245600.0,-3
wind,1459245600.0,2
humidity,1459245600.0,73
presure,1459332000.0,1044
visibility,1459332000.0,16
temperature,1459332000.0,-46
wind,1459332000.0,127
humidity,1459332000.0,7
presure,1459418400.0,1100
visibility,1459418400.0,12
temperature,1459418400.0,-27
wind,1459418400.0,147
humidity,1459418400.0,8
presure,1459504800.0,1071
visibility,1459504800.0,10
temperature,1459504800.0,-6
wind,1459504800.0,195
humidity,1459504800.0,11
presure,1459591200.0,1101
visibility,1459591200.0,13
temperature,1459591200.0,-17
wind,1459591200.0,58
humidity,1459591200.0,8
presure,1459677600.0,1191
visibility,1459677600.0,10
temperature,1459677600.0,13
wind,1459677600.0,178
humidity,1459677600.0,54
presure,1459764000.0,1040
visibility,1459764000.0,6
temperature,1459764000.0,19
wind,1459764000.0,107
humidity,1459764000.0,53
presure,1459850400.0,1195
visibility,1459850400.0,14
temperature,1459850400.0,38
wind,1459850400.0,49
humidity,1459850400.0,64
presure,1459936800.0,1064
visibility,1459936800.0,17
temperature,1459936800.0,-25
wind,1459936800.0,187
humidity,1459936800.0,60
presure,1460023200.0,1013
visibility,1460023200.0,9
temperature,1460023200.0,5
wind,1460023200.0,21
humidity,1460023200.0,36
presure,1460109600.0,1112
visibility,1460109600.0,1
temperature,1460109600.0,-9
wind,1460109600.0,160
humidity,1460109600.0,74
presure,1460196000.0,1075
visibility,1460196000.0,2
temperature,1460196000.0,-50
wind,1460196000.0,75
humidity,1460196000.0,97
presure,1460282400.0,1191
visibility,1460282400.0,19
temperature,1460282400.0,15
wind,1460282400.0,127
humidity,1460282400.0,45
presure,1460368800.0,943
visibility,1460368800.0,14
temperature,1460368800.0,4
wind,1460368800.0,8
humidity,1460368800.0,62
presure,1460455200.0,1029
visibility,1460455200.0,5
temperature,1460455200.0,-42
wind,1460455200.0,164
humidity,1460455200.0,46
presure,1460541600.0,1198
visibility,1460541600.0,9
temperature,1460541600.0,-4
wind,1460541600.0,102
humidity,1460541600.0,68
presure,1460628000.0,1128
visibility,1460628000.0,11
temperature,1460628000.0,-23
wind,1460628000.0,26
humidity,1460628000.0,72
presure,1460714400.0,1059
visibility,1460714400.0,15
temperature,1460714400.0,26
wind,1460714400.0,15
humidity,1460714400.0,19
presure,1460800800.0,1196
visibility,1460800800.0,8
temperature,1460800800.0,14
wind,1460800800.0,7
humidity,1460800800.0,60
presure,1460887200.0,911
visibility,1460887200.0,17
temperature,1460887200.0,3
wind,1460887200.0,0
humidity,1460887200.0,28
presure,1460973600.0,1025
visibility,1460973600.0,6
temperature,1460973600.0,-9
wind,1460973600.0,23
humidity,1460973600.0,47
presure,1461060000.0,932
visibility,1461060000.0,15
temperature,1461060000.0,-1
wind,1461060000.0,22
humidity,1461060000.0,81
presure,1461146400.0,983
visibility,1461146400.0,0
temperature,1461146400.0,28
wind,1461146400.0,136
humidity,1461146400.0,73
presure,1461232800.0,969
visibility,1461232800.0,10
temperature,1461232800.0,33
wind,1461232800.0,22
humidity,1461232800.0,87
presure,1461319200.0,1054
visibility,1461319200.0,1
temperature,1461319200.0,42
wind,1461319200.0,28
humidity,1461319200.0,10
presure,1461405600.0,1187
visibility,1461405600.0,15
temperature,1461405600.0,12
wind,1461405600.0,62
humidity,1461405600.0,16
presure,1461492000.0,1004
visibility,1461492000.0,9
temperature,1461492000.0,-33
wind,1461492000.0,117
humidity,1461492000.0,87
presure,1461578400.0,956
visibility,1461578400.0,8
temperature,1461578400.0,29
wind,1461578400.0,98
humidity,1461578400.0,1
presure,1461664800.0,1056
visibility,1461664800.0,10
temperature,1461664800.0,-43
wind,1461664800.0,179
humidity,1461664800.0,52
presure,1461751200.0,1029
visibility,1461751200.0,4
temperature,1461751200.0,40
wind,1461751200.0,155
humidity,1461751200.0,35
presure,1461837600.0,936
visibility,1461837600.0,16
temperature,1461837600.0,40
wind,1461837600.0,157
humidity,1461837600.0,47
presure,1461924000.0,1090
visibility,1461924000.0,18
temperature,1461924000.0,-36
wind,1461924000.0,17
humidity,1461924000.0,94
presure,1462010400.0,1169
visibility,1462010400.0,16
temperature,1462010400.0,49
wind,1462010400.0,16
humidity,1462010400.0,0
presure,1462096800.0,973
visibility,1462096800.0,13
temperature,1462096800.0,1
wind,1462096800.0,67
humidity,1462096800.0,12
presure,1462183200.0,992
visibility,1462183200.0,13
temperature,1462183200.0,-6
wind,1462183200.0,19
humidity,1462183200.0,44
presure,1462269600.0,1164
visibility,1462269600.0,5
temperature,1462269600.0,39
wind,1462269600.0,21
humidity,1462269600.0,70
presure,1462356000.0,1181
visibility,1462356000.0,2
temperature,1462356000.0,45
wind,1462356000.0,124
humidity,1462356000.0,44
presure,1462442400.0,1009
visibility,1462442400.0,19
temperature,1462442400.0,41
wind,1462442400.0,73
humidity,1462442400.0,32
presure,1462528800.0,908
visibility,1462528800.0,18
temperature,1462528800.0,30
wind,1462528800.0,144
humidity,1462528800.0,47
presure,1462615200.0,1119
visibility,1462615200.0,3
temperature,1462615200.0,-12
wind,1462615200.0,195
humidity,1462615200.0,39
presure,1462701600.0,1136
visibility,1462701600.0,5
temperature,1462701600.0,-39
wind,1462701600.0,188
humidity,1462701600.0,14
presure,1462788000.0,991
visibility,1462788000.0,14
temperature,1462788000.0,-3
wind,1462788000.0,53
humidity,1462788000.0,39
presure,1462874400.0,1064
visibility,1462874400.0,16
temperature,1462874400.0,-38
wind,1462874400.0,39
humidity,1462874400.0,59
presure,1462960800.0,1092
visibility,1462960800.0,16
temperature,1462960800.0,-33
wind,1462960800.0,2
humidity,1462960800.0,20
presure,1463047200.0,972
visibility,1463047200.0,13
temperature,1463047200.0,47
wind,1463047200.0,74
humidity,1463047200.0,13
presure,1463133600.0,950
visibility,1463133600.0,10
temperature,1463133600.0,-16
wind,1463133600.0,173
humidity,1463133600.0,67
presure,1463220000.0,1010
visibility,1463220000.0,17
temperature,1463220000.0,41
wind,1463220000.0,115
humidity,1463220000.0,58
presure,1463306400.0,1197
visibility,1463306400.0,18
temperature,1463306400.0,47
wind,1463306400.0,170
humidity,1463306400.0,81
presure,1463392800.0,1152
visibility,1463392800.0,11
temperature,1463392800.0,-50
wind,1463392800.0,138
humidity,1463392800.0,7
presure,1463479200.0,1057
visibility,1463479200.0,10
temperature,1463479200.0,37
wind,1463479200.0,7
humidity,1463479200.0,92
presure,1463565600.0,1024
visibility,1463565600.0,19
temperature,1463565600.0,10
wind,1463565600.0,30
humidity,1463565600.0,75
presure,1463652000.0,1146
visibility,1463652000.0,17
temperature,1463652000.0,28
wind,1463652000.0,127
humidity,1463652000.0,43
presure,1463738400.0,908
visibility,1463738400.0,4
temperature,1463738400.0,15
wind,1463738400.0,149
humidity,1463738400.0,57
presure,1463824800.0,970
visibility,1463824800.0,3
temperature,1463824800.0,-49
wind,1463824800.0,118
humidity,1463824800.0,59
presure,1463911200.0,1162
visibility,1463911200.0,14
temperature,1463911200.0,-39
wind,1463911200.0,18
humidity,1463911200.0,58
presure,1463997600.0,1036
visibility,1463997600.0,1
temperature,1463997600.0,-34
wind,1463997600.0,141
humidity,1463997600.0,23
presure,1464084000.0,1141
visibility,1464084000.0,5
temperature,1464084000.0,-27
wind,1464084000.0,145
humidity,1464084000.0,27
presure,1464170400.0,1128
visibility,1464170400.0,16
temperature,1464170400.0,4
wind,1464170400.0,1
humidity,1464170400.0,97
presure,1464256800.0,1095
visibility,1464256800.0,8
temperature,1464256800.0,47
wind,1464256800.0,181
humidity,1464256800.0,64
presure,1464343200.0,1011
visibility,1464343200.0,3
temperature,1464343200.0,-31
wind,1464343200.0,199
humidity,1464343200.0,58
presure,1464429600.0,1094
visibility,1464429600.0,11
temperature,1464429600.0,-18
wind,1464429600.0,118
humidity,1464429600.0,42
presure,1464516000.0,1111
visibility,1464516000.0,11
temperature,1464516000.0,-11
wind,1464516000.0,199
humidity,1464516000.0,54
presure,1464602400.0,1058
visibility,1464602400.0,13
temperature,1464602400.0,-7
wind,1464602400.0,119
humidity,1464602400.0,97
presure,1464688800.0,1158
visibility,1464688800.0,5
temperature,1464688800.0,-1
wind,1464688800.0,160
humidity,1464688800.0,82
presure,1464775200.0,1141
visibility,1464775200.0,7
temperature,1464775200.0,11
wind,1464775200.0,5
humidity,1464775200.0,71
presure,1464861600.0,1003
visibility,1464861600.0,3
temperature,1464861600.0,-3
wind,1464861600.0,62
humidity,1464861600.0,71
presure,1464948000.0,1078
visibility,1464948000.0,14
temperature,1464948000.0,25
wind,1464948000.0,65
humidity,1464948000.0,57
presure,1465034400.0,930
visibility,1465034400.0,14
temperature,1465034400.0,-30
wind,1465034400.0,40
humidity,1465034400.0,64
presure,1465120800.0,1152
visibility,1465120800.0,12
temperature,1465120800.0,42
wind,1465120800.0,90
humidity,1465120800.0,20
presure,1465207200.0,1196
visibility,1465207200.0,4
temperature,1465207200.0,25
wind,1465207200.0,199
humidity,1465207200.0,51
presure,1465293600.0,934
visibility,1465293600.0,2
temperature,1465293600.0,47
wind,1465293600.0,38
humidity,1465293600.0,64
presure,1465380000.0,902
visibility,1465380000.0,12
temperature,1465380000.0,-47
wind,1465380000.0,157
humidity,1465380000.0,54
presure,1465466400.0,1129
visibility,1465466400.0,2
temperature,1465466400.0,-1
wind,1465466400.0,132
humidity,1465466400.0,1
presure,1465552800.0,965
visibility,1465552800.0,14
temperature,1465552800.0,21
wind,1465552800.0,48
humidity,1465552800.0,72
presure,1465639200.0,1174
visibility,1465639200.0,6
temperature,1465639200.0,34
wind,1465639200.0,78
humidity,1465639200.0,78
presure,1465725600.0,1157
visibility,1465725600.0,9
temperature,1465725600.0,35
wind,1465725600.0,168
humidity,1465725600.0,24
presure,1465812000.0,1111
visibility,1465812000.0,0
temperature,1465812000.0,45
wind,1465812000.0,143
humidity,1465812000.0,67
presure,1465898400.0,1175
visibility,1465898400.0,1
temperature,1465898400.0,19
wind,1465898400.0,8
humidity,1465898400.0,85
presure,1465984800.0,1139
visibility,1465984800.0,4
temperature,1465984800.0,24
wind,1465984800.0,82
humidity,1465984800.0,19
presure,1466071200.0,945
visibility,1466071200.0,10
temperature,1466071200.0,-15
wind,1466071200.0,172
humidity,1466071200.0,26
presure,1466157600.0,905
visibility,1466157600.0,16
temperature,1466157600.0,12
wind,1466157600.0,113
humidity,1466157600.0,55
presure,1466244000.0,1126
visibility,1466244000.0,10
temperature,1466244000.0,-29
wind,1466244000.0,42
humidity,1466244000.0,7
presure,1466330400.0,1022
visibility,1466330400.0,5
temperature,1466330400.0,31
wind,1466330400.0,115
humidity,1466330400.0,67
presure,1466416800.0,1124
visibility,1466416800.0,11
temperature,1466416800.0,36
wind,1466416800.0,82
humidity,1466416800.0,71
presure,1466503200.0,984
visibility,1466503200.0,2
temperature,1466503200.0,39
wind,1466503200.0,7
humidity,1466503200.0,48
presure,1466589600.0,917
visibility,1466589600.0,5
temperature,1466589600.0,-40
wind,1466589600.0,192
humidity,1466589600.0,16
presure,1466676000.0,926
visibility,1466676000.0,17
temperature,1466676000.0,20
wind,1466676000.0,98
humidity,1466676000.0,35
presure,1466762400.0,952
visibility,1466762400.0,19
temperature,1466762400.0,-3
wind,1466762400.0,123
humidity,1466762400.0,60
presure,1466848800.0,918
visibility,1466848800.0,1
temperature,1466848800.0,21
wind,1466848800.0,179
humidity,1466848800.0,84
presure,1466935200.0,1144
visibility,1466935200.0,1
temperature,1466935200.0,-12
wind,1466935200.0,0
humidity,1466935200.0,24
presure,1467021600.0,958
visibility,1467021600.0,12
temperature,1467021600.0,29
wind,1467021600.0,154
humidity,1467021600.0,52
presure,1467108000.0,991
visibility,1467108000.0,13
temperature,1467108000.0,-45
wind,1467108000.0,92
humidity,1467108000.0,24
presure,1467194400.0,1009
visibility,1467194400.0,19
temperature,1467194400.0,-33
wind,1467194400.0,180
humidity,1467194400.0,63
presure,1467280800.0,1129
visibility,1467280800.0,15
temperature,1467280800.0,38
wind,1467280800.0,123
humidity,1467280800.0,16
presure,1467367200.0,1188
visibility,1467367200.0,13
temperature,1467367200.0,-23
wind,1467367200.0,135
humidity,1467367200.0,47
presure,1467453600.0,1178
visibility,1467453600.0,9
temperature,1467453600.0,-34
wind,1467453600.0,25
humidity,1467453600.0,77
presure,1467540000.0,1019
visibility,1467540000.0,3
temperature,1467540000.0,16
wind,1467540000.0,59
humidity,1467540000.0,83
presure,1467626400.0,1002
visibility,1467626400.0,3
temperature,1467626400.0,-27
wind,1467626400.0,164
humidity,1467626400.0,97
presure,1467712800.0,1152
visibility,1467712800.0,11
temperature,1467712800.0,-43
wind,1467712800.0,166
humidity,1467712800.0,49
presure,1467799200.0,940
visibility,1467799200.0,14
temperature,1467799200.0,49
wind,1467799200.0,170
humidity,1467799200.0,5
presure,1467885600.0,911
visibility,1467885600.0,7
temperature,1467885600.0,30
wind,1467885600.0,59
humidity,1467885600.0,72
presure,1467972000.0,910
visibility,1467972000.0,15
temperature,1467972000.0,-31
wind,1467972000.0,23
humidity,1467972000.0,60
presure,1468058400.0,1080
visibility,1468058400.0,4
temperature,1468058400.0,31
wind,1468058400.0,26
humidity,1468058400.0,48
presure,1468144800.0,1145
visibility,1468144800.0,3
temperature,1468144800.0,9
wind,1468144800.0,116
humidity,1468144800.0,21
presure,1468231200.0,1024
visibility,1468231200.0,12
temperature,1468231200.0,38
wind,1468231200.0,161
humidity,1468231200.0,85
presure,1468317600.0,1016
visibility,1468317600.0,5
temperature,1468317600.0,24
wind,1468317600.0,184
humidity,1468317600.0,34
presure,1468404000.0,1085
visibility,1468404000.0,4
temperature,1468404000.0,-26
wind,1468404000.0,192
humidity,1468404000.0,82
presure,1468490400.0,1087
visibility,1468490400.0,12
temperature,1468490400.0,-8
wind,1468490400.0,26
humidity,1468490400.0,85
presure,1468576800.0,1171
visibility,1468576800.0,14
temperature,1468576800.0,-27
wind,1468576800.0,170
humidity,1468576800.0,84
presure,1468663200.0,1016
visibility,1468663200.0,10
temperature,1468663200.0,-14
wind,1468663200.0,5
humidity,1468663200.0,81
presure,1468749600.0,1145
visibility,1468749600.0,12
temperature,1468749600.0,-29
wind,1468749600.0,165
humidity,1468749600.0,7
presure,1468836000.0,1102
visibility,1468836000.0,6
temperature,1468836000.0,3
wind,1468836000.0,179
humidity,1468836000.0,81
presure,1468922400.0,1184
visibility,1468922400.0,10
temperature,1468922400.0,-19
wind,1468922400.0,87
humidity,1468922400.0,27
presure,1469008800.0,1102
visibility,1469008800.0,15
temperature,1469008800.0,25
wind,1469008800.0,31
humidity,1469008800.0,83
presure,1469095200.0,901
visibility,1469095200.0,6
temperature,1469095200.0,-7
wind,1469095200.0,93
humidity,1469095200.0,73
presure,1469181600.0,1175
visibility,1469181600.0,9
temperature,1469181600.0,7
wind,1469181600.0,136
humidity,1469181600.0,83
presure,1469268000.0,1052
visibility,1469268000.0,8
temperature,1469268000.0,-20
wind,1469268000.0,87
humidity,1469268000.0,36
presure,1469354400.0,1182
visibility,1469354400.0,12
temperature,1469354400.0,-25
wind,1469354400.0,172
humidity,1469354400.0,100
presure,1469440800.0,938
visibility,1469440800.0,16
temperature,1469440800.0,30
wind,1469440800.0,119
humidity,1469440800.0,2
presure,1469527200.0,1146
visibility,1469527200.0,6
temperature,1469527200.0,47
wind,1469527200.0,65
humidity,1469527200.0,86
presure,1469613600.0,1127
visibility,1469613600.0,10
temperature,1469613600.0,-9
wind,1469613600.0,192
humidity,1469613600.0,2
presure,1469700000.0,972
visibility,1469700000.0,19
temperature,1469700000.0,36
wind,1469700000.0,26
humidity,1469700000.0,35
presure,1469786400.0,1075
visibility,1469786400.0,8
temperature,1469786400.0,-48
wind,1469786400.0,108
humidity,1469786400.0,0
presure,1469872800.0,1146
visibility,1469872800.0,3
temperature,1469872800.0,19
wind,1469872800.0,96
humidity,1469872800.0,14
presure,1469959200.0,1097
visibility,1469959200.0,17
temperature,1469959200.0,-13
wind,1469959200.0,153
humidity,1469959200.0,60
presure,1470045600.0,1178
visibility,1470045600.0,11
temperature,1470045600.0,-5
wind,1470045600.0,124
humidity,1470045600.0,15
presure,1470132000.0,1087
visibility,1470132000.0,16
temperature,1470132000.0,-13
wind,1470132000.0,31
humidity,1470132000.0,41
presure,1470218400.0,1192
visibility,1470218400.0,19
temperature,1470218400.0,33
wind,1470218400.0,107
humidity,1470218400.0,98
presure,1470304800.0,1049
visibility,1470304800.0,6
temperature,1470304800.0,49
wind,1470304800.0,130
humidity,1470304800.0,86
presure,1470391200.0,1003
visibility,1470391200.0,18
temperature,1470391200.0,-30
