id_signal,timestamp,value
humidity,1487584800.0,29
visibility,1487584800.0,1
wind,1487584800.0,140
temperature,1487671200.0,-32
presure,1487671200.0,1073
rain,1487671200.0,195
humidity,1487671200.0,14
visibility,1487671200.0,6
wind,1487671200.0,43
temperature,1487757600.0,-8
presure,1487757600.0,1100
rain,1487757600.0,26
humidity,1487757600.0,22
visibility,1487757600.0,9
wind,1487757600.0,111
temperature,1487844000.0,46
presure,1487844000.0,1150
rain,1487844000.0,144
humidity,1487844000.0,32
visibility,1487844000.0,16
wind,1487844000.0,115
temperature,1487930400.0,35
presure,1487930400.0,990
rain,1487930400.0,30
humidity,1487930400.0,79
visibility,1487930400.0,14
wind,1487930400.0,145
temperature,1488016800.0,-50
presure,1488016800.0,1157
rain,1488016800.0,2
humidity,1488016800.0,93
visibility,1488016800.0,7
wind,1488016800.0,90
temperature,1488103200.0,1
presure,1488103200.0,1195
rain,1488103200.0,68
humidity,1488103200.0,87
visibility,1488103200.0,16
wind,1488103200.0,106
temperature,1488189600.0,-25
presure,1488189600.0,1110
rain,1488189600.0,30
humidity,1488189600.0,46
visibility,1488189600.0,9
wind,1488189600.0,28
temperature,1488276000.0,-10
presure,1488276000.0,1180
rain,1488276000.0,107
humidity,1488276000.0,89
visibility,1488276000.0,4
wind,1488276000.0,72
temperature,1488362400.0,44
presure,1488362400.0,941
rain,1488362400.0,0
humidity,1488362400.0,67
visibility,1488362400.0,14
wind,1488362400.0,23
temperature,1488448800.0,31
presure,1488448800.0,1067
rain,1488448800.0,26
humidity,1488448800.0,48
visibility,1488448800.0,9
wind,1488448800.0,131
temperature,1488535200.0,47
presure,1488535200.0,996
rain,1488535200.0,57
humidity,1488535200.0,87
visibility,1488535200.0,12
wind,1488535200.0,85
temperature,1488621600.0,-41
presure,1488621600.0,1179
rain,1488621600.0,154
humidity,1488621600.0,0
visibility,1488621600.0,17
wind,1488621600.0,2
temperature,1488708000.0,-35
presure,1488708000.0,1143
rain,1488708000.0,34
humidity,1488708000.0,51
visibility,1488708000.0,12
wind,1488708000.0,116
temperature,1488794400.0,39
presure,1488794400.0,961
rain,1488794400.0,142
humidity,1488794400.0,32
visibility,1488794400.0,13
wind,1488794400.0,16
temperature,1488880800.0,6
presure,1488880800.0,904
rain,1488880800.0,138
humidity,1488880800.0,73
visibility,1488880800.0,11
wind,1488880800.0,6
temperature,1488967200.0,48
presure,1488967200.0,1015
rain,1488967200.0,46
humidity,1488967200.0,57
visibility,1488967200.0,9
wind,1488967200.0,101
temperature,1489053600.0,-7
presure,1489053600.0,1167
rain,1489053600.0,65
humidity,1489053600.0,15
visibility,1489053600.0,17
wind,1489053600.0,118
temperature,1489140000.0,6
presure,1489140000.0,929
rain,1489140000.0,181
humidity,1489140000.0,74
visibility,1489140000.0,0
wind,1489140000.0,9
temperature,1489226400.0,35
presure,1489226400.0,1144
rain,1489226400.0,161
humidity,1489226400.0,19
visibility,1489226400.0,18
wind,1489226400.0,118
temperature,1489312800.0,-12
presure,1489312800.0,946
rain,1489312800.0,194
humidity,1489312800.0,38
visibility,1489312800.0,4
wind,1489312800.0,152
temperature,1489399200.0,-48
presure,1489399200.0,1038
rain,1489399200.0,31
humidity,1489399200.0,75
visibility,1489399200.0,12
wind,1489399200.0,162
temperature,1489485600.0,-11
presure,1489485600.0,1098
rain,1489485600.0,193
humidity,1489485600.0,69
visibility,1489485600.0,17
wind,1489485600.0,117
temperature,1489572000.0,15
presure,1489572000.0,1128
rain,1489572000.0,120
humidity,1489572000.0,76
visibility,1489572000.0,16
wind,1489572000.0,199
temperature,1489658400.0,-9
presure,1489658400.0,1196
rain,1489658400.0,25
humidity,1489658400.0,30
visibility,1489658400.0,5
wind,1489658400.0,186
temperature,1489744800.0,43
presure,1489744800.0,906
rain,1489744800.0,79
humidity,1489744800.0,76
visibility,1489744800.0,19
wind,1489744800.0,177
temperature,1489831200.0,-49
presure,1489831200.0,1186
rain,1489831200.0,106
humidity,1489831200.0,80
visibility,1489831200.0,15
wind,1489831200.0,75
temperature,1489917600.0,-19
presure,1489917600.0,1165
rain,1489917600.0,107
humidity,1489917600.0,4
visibility,1489917600.0,3
wind,1489917600.0,166
temperature,1490004000.0,47
presure,1490004000.0,1018
rain,1490004000.0,115
humidity,1490004000.0,81
visibility,1490004000.0,5
wind,1490004000.0,154
temperature,1490090400.0,23
presure,1490090400.0,961
rain,1490090400.0,117
humidity,1490090400.0,62
visibility,1490090400.0,11
wind,1490090400.0,65
temperature,1490176800.0,-27
presure,1490176800.0,1011
rain,1490176800.0,10
humidity,1490176800.0,45
visibility,1490176800.0,5
wind,1490176800.0,54
temperature,1490263200.0,13
presure,1490263200.0,962
rain,1490263200.0,28
humidity,1490263200.0,55
visibility,1490263200.0,13
wind,1490263200.0,59
temperature,1490349600.0,-45
presure,1490349600.0,1006
rain,1490349600.0,7
humidity,1490349600.0,26
visibility,1490349600.0,14
wind,1490349600.0,42
temperature,1490436000.0,-5
presure,1490436000.0,1114
rain,1490436000.0,61
humidity,1490436000.0,24
visibility,1490436000.0,0
wind,1490436000.0,174
temperature,1490522400.0,38
presure,1490522400.0,1126
rain,1490522400.0,73
humidity,1490522400.0,62
visibility,1490522400.0,7
wind,1490522400.0,102
temperature,1490608800.0,20
presure,1490608800.0,989
rain,1490608800.0,29
humidity,1490608800.0,3
visibility,1490608800.0,7
wind,1490608800.0,51
temperature,1490695200.0,-16
presure,1490695200.0,1124
rain,1490695200.0,183
humidity,1490695200.0,52
visibility,1490695200.0,19
wind,1490695200.0,162
temperature,1490781600.0,-42
presure,1490781600.0,1087
rain,1490781600.0,99
humidity,1490781600.0,59
visibility,1490781600.0,13
wind,1490781600.0,194
temperature,1490868000.0,-49
presure,1490868000.0,1034
rain,1490868000.0,119
humidity,1490868000.0,96
visibility,1490868000.0,3
wind,1490868000.0,57
temperature,1490954400.0,12
presure,1490954400.0,1057
rain,1490954400.0,97
humidity,1490954400.0,83
visibility,1490954400.0,4
wind,1490954400.0,182
temperature,1491040800.0,34
presure,1491040800.0,1175
rain,1491040800.0,98
humidity,1491040800.0,55
visibility,1491040800.0,6
wind,1491040800.0,134
temperature,1491127200.0,-5
presure,1491127200.0,941
rain,1491127200.0,30
humidity,1491127200.0,83
visibility,1491127200.0,6
wind,1491127200.0,188
temperature,1491213600.0,6
presure,1491213600.0,1089
rain,1491213600.0,106
humidity,1491213600.0,53
visibility,1491213600.0,9
wind,1491213600.0,166
temperature,1491300000.0,-22
presure,1491300000.0,1097
rain,1491300000.0,92
humidity,1491300000.0,25
visibility,1491300000.0,12
wind,1491300000.0,196
temperature,1491386400.0,-8
presure,1491386400.0,955
rain,1491386400.0,91
humidity,1491386400.0,24
visibility,1491386400.0,14
wind,1491386400.0,123
temperature,1491472800.0,33
presure,1491472800.0,1096
rain,1491472800.0,62
humidity,1491472800.0,43
visibility,1491472800.0,8
wind,1491472800.0,40
temperature,1491559200.0,-13
presure,1491559200.0,941
rain,1491559200.0,115
humidity,1491559200.0,39
visibility,1491559200.0,5
wind,1491559200.0,109
temperature,1491645600.0,-5
presure,1491645600.0,1116
rain,1491645600.0,130
humidity,1491645600.0,23
visibility,1491645600.0,13
wind,1491645600.0,189
temperature,1491732000.0,6
presure,1491732000.0,1067
rain,1491732000.0,20
humidity,1491732000.0,17
visibility,1491732000.0,13
wind,1491732000.0,37
temperature,1491818400.0,46
presure,1491818400.0,994
rain,1491818400.0,13
humidity,1491818400.0,6
visibility,1491818400.0,4
wind,1491818400.0,14
temperature,1491904800.0,-7
presure,1491904800.0,1137
rain,1491904800.0,32
humidity,1491904800.0,34
visibility,1491904800.0,16
wind,1491904800.0,168
temperature,1491991200.0,20
presure,1491991200.0,1068
rain,1491991200.0,90
humidity,1491991200.0,15
visibility,1491991200.0,6
wind,1491991200.0,29
temperature,1492077600.0,-30
presure,1492077600.0,945
rain,1492077600.0,99
humidity,1492077600.0,91
visibility,1492077600.0,1
wind,1492077600.0,149
temperature,1492164000.0,-7
presure,1492164000.0,961
rain,1492164000.0,39
humidity,1492164000.0,82
visibility,1492164000.0,16
wind,1492164000.0,181
temperature,1492250400.0,31
presure,1492250400.0,1077
rain,1492250400.0,194
humidity,1492250400.0,7
visibility,1492250400.0,14
wind,1492250400.0,133
temperature,1492336800.0,-36
presure,1492336800.0,1003
rain,1492336800.0,26
humidity,1492336800.0,43
visibility,1492336800.0,11
wind,1492336800.0,58
temperature,1492423200.0,-42
presure,1492423200.0,1094
rain,1492423200.0,93
humidity,1492423200.0,55
visibility,1492423200.0,10
wind,1492423200.0,8
temperature,1492509600.0,17
presure,1492509600.0,1066
rain,1492509600.0,94
humidity,1492509600.0,52
visibility,1492509600.0,2
wind,1492509600.0,7
temperature,1492596000.0,28
presure,1492596000.0,1149
rain,1492596000.0,156
humidity,1492596000.0,13
visibility,1492596000.0,12
wind,1492596000.0,138
temperature,1492682400.0,27
presure,1492682400.0,1094
rain,1492682400.0,67
humidity,1492682400.0,39
visibility,1492682400.0,16
wind,1492682400.0,47
temperature,1492768800.0,-50
presure,1492768800.0,1053
rain,1492768800.0,180
humidity,1492768800.0,47
visibility,1492768800.0,19
wind,1492768800.0,173
temperature,1492855200.0,27
presure,1492855200.0,1009
rain,1492855200.0,132
humidity,1492855200.0,1
visibility,1492855200.0,16
wind,1492855200.0,8
temperature,1492941600.0,46
presure,1492941600.0,1009
rain,1492941600.0,77
humidity,1492941600.0,20
visibility,1492941600.0,15
wind,1492941600.0,156
temperature,1493028000.0,-49
presure,1493028000.0,914
rain,1493028000.0,161
humidity,1493028000.0,32
visibility,1493028000.0,17
wind,1493028000.0,179
temperature,1493114400.0,16
presure,1493114400.0,1145
rain,1493114400.0,136
humidity,1493114400.0,1
visibility,1493114400.0,1
wind,1493114400.0,55
temperature,1493200800.0,29
presure,1493200800.0,913
rain,1493200800.0,197
humidity,1493200800.0,25
visibility,1493200800.0,0
wind,1493200800.0,43
temperature,1493287200.0,-23
presure,1493287200.0,927
rain,1493287200.0,154
humidity,1493287200.0,55
visibility,1493287200.0,8
wind,1493287200.0,47
temperature,1493373600.0,-32
presure,1493373600.0,1117
rain,1493373600.0,191
humidity,1493373600.0,20
visibility,1493373600.0,15
wind,1493373600.0,190
temperature,1493460000.0,27
presure,1493460000.0,1024
rain,1493460000.0,172
humidity,1493460000.0,99
visibility,1493460000.0,12
wind,1493460000.0,66
temperature,1493546400.0,2
presure,1493546400.0,1143
rain,1493546400.0,140
humidity,1493546400.0,20
visibility,1493546400.0,10
wind,1493546400.0,102
temperature,1493632800.0,11
presure,1493632800.0,1031
rain,1493632800.0,106
humidity,1493632800.0,64
visibility,1493632800.0,10
wind,1493632800.0,180
temperature,1493719200.0,26
presure,1493719200.0,1062
rain,1493719200.0,26
humidity,1493719200.0,78
visibility,1493719200.0,1
wind,1493719200.0,145
temperature,1493805600.0,-17
presure,1493805600.0,1189
rain,1493805600.0,24
humidity,1493805600.0,73
visibility,1493805600.0,18
wind,1493805600.0,140
temperature,1493892000.0,29
presure,1493892000.0,959
rain,1493892000.0,106
humidity,1493892000.0,91
visibility,1493892000.0,12
wind,1493892000.0,192
temperature,1493978400.0,46
presure,1493978400.0,918
rain,1493978400.0,154
humidity,1493978400.0,94
visibility,1493978400.0,18
wind,1493978400.0,94
temperature,1494064800.0,-34
presure,1494064800.0,1117
rain,1494064800.0,87
humidity,1494064800.0,80
visibility,1494064800.0,0
wind,1494064800.0,109
temperature,1494151200.0,-2
presure,1494151200.0,1132
rain,1494151200.0,9
humidity,1494151200.0,36
visibility,1494151200.0,2
wind,1494151200.0,153
temperature,1494237600.0,-26
presure,1494237600.0,1134
rain,1494237600.0,12
humidity,1494237600.0,74
visibility,1494237600.0,12
wind,1494237600.0,18
temperature,1494324000.0,16
presure,1494324000.0,941
rain,1494324000.0,140
humidity,1494324000.0,7
visibility,1494324000.0,18
wind,1494324000.0,87
temperature,1494410400.0,-36
presure,1494410400.0,1101
rain,1494410400.0,50
humidity,1494410400.0,64
visibility,1494410400.0,18
wind,1494410400.0,76
temperature,1494496800.0,-2
presure,1494496800.0,1006
rain,1494496800.0,183
humidity,1494496800.0,56
visibility,1494496800.0,11
wind,1494496800.0,177
temperature,1494583200.0,13
presure,1494583200.0,1025
rain,1494583200.0,29
humidity,1494583200.0,54
visibility,1494583200.0,19
wind,1494583200.0,153
temperature,1494669600.0,8
presure,1494669600.0,966
rain,1494669600.0,4
humidity,1494669600.0,92
visibility,1494669600.0,8
wind,1494669600.0,103
temperature,1494756000.0,35
presure,1494756000.0,975
rain,1494756000.0,66
humidity,1494756000.0,15
visibility,1494756000.0,9
wind,1494756000.0,186
temperature,1494842400.0,41
presure,1494842400.0,1061
rain,1494842400.0,124
humidity,1494842400.0,12
visibility,1494842400.0,4
wind,1494842400.0,144
temperature,1494928800.0,35
presure,1494928800.0,1063
rain,1494928800.0,14
humidity,1494928800.0,45
visibility,1494928800.0,13
wind,1494928800.0,69
temperature,1495015200.0,1
presure,1495015200.0,945
rain,1495015200.0,96
humidity,1495015200.0,85
visibility,1495015200.0,16
wind,1495015200.0,101
temperature,1495101600.0,42
presure,1495101600.0,924
rain,1495101600.0,197
humidity,1495101600.0,10
visibility,1495101600.0,15
wind,1495101600.0,179
temperature,1495188000.0,-3
presure,1495188000.0,1150
rain,1495188000.0,47
humidity,1495188000.0,33
visibility,1495188000.0,14
wind,1495188000.0,5
temperature,1495274400.0,44
presure,1495274400.0,1114
rain,1495274400.0,60
humidity,1495274400.0,81
visibility,1495274400.0,19
wind,1495274400.0,132
temperature,1495360800.0,-27
presure,1495360800.0,973
rain,1495360800.0,105
humidity,1495360800.0,97
visibility,1495360800.0,2
wind,1495360800.0,34
temperature,1495447200.0,-38
presure,1495447200.0,1172
rain,1495447200.0,79
humidity,1495447200.0,58
visibility,1495447200.0,18
wind,1495447200.0,118
temperature,1495533600.0,-22
presure,1495533600.0,1069
rain,1495533600.0,176
humidity,1495533600.0,11
visibility,1495533600.0,6
wind,1495533600.0,149
temperature,1495620000.0,16
presure,1495620000.0,1183
rain,1495620000.0,13
humidity,1495620000.0,27
visibility,1495620000.0,13
wind,1495620000.0,124
temperature,1495706400.0,-41
presure,1495706400.0,949
rain,1495706400.0,46
humidity,1495706400.0,9
visibility,1495706400.0,19
wind,1495706400.0,51
temperature,1495792800.0,-44
presure,1495792800.0,936
rain,1495792800.0,194
humidity,1495792800.0,23
visibility,1495792800.0,13
wind,1495792800.0,148
temperature,1495879200.0,14
presure,1495879200.0,1140
rain,1495879200.0,99
humidity,1495879200.0,34
visibility,1495879200.0,18
wind,1495879200.0,71
temperature,1495965600.0,-3
presure,1495965600.0,906
rain,1495965600.0,47
humidity,1495965600.0,58
visibility,1495965600.0,13
wind,1495965600.0,72
temperature,1496052000.0,19
presure,1496052000.0,928
rain,1496052000.0,84
humidity,1496052000.0,38
visibility,1496052000.0,17
wind,1496052000.0,65
temperature,1496138400.0,-20
presure,1496138400.0,977
rain,1496138400.0,8
humidity,1496138400.0,14
visibility,1496138400.0,7
wind,1496138400.0,17
temperature,1496224800.0,-23
presure,1496224800.0,1183
rain,1496224800.0,13
humidity,1496224800.0,45
visibility,1496224800.0,14
wind,1496224800.0,115
temperature,1496311200.0,47
presure,1496311200.0,904
rain,1496311200.0,55
humidity,1496311200.0,29
visibility,1496311200.0,14
wind,1496311200.0,47
temperature,1496397600.0,43
presure,1496397600.0,1186
rain,1496397600.0,88
humidity,1496397600.0,0
visibility,1496397600.0,10
wind,1496397600.0,51
temperature,1496484000.0,40
presure,1496484000.0,917
rain,1496484000.0,35
humidity,1496484000.0,65
visibility,1496484000.0,11
wind,1496484000.0,193
temperature,1496570400.0,17
presure,1496570400.0,1077
rain,1496570400.0,69
humidity,1496570400.0,40
visibility,1496570400.0,8
wind,1496570400.0,96
temperature,1496656800.0,47
presure,1496656800.0,1017
rain,1496656800.0,158
humidity,1496656800.0,35
visibility,1496656800.0,12
wind,1496656800.0,156
temperature,1496743200.0,13
presure,1496743200.0,907
rain,1496743200.0,109
humidity,1496743200.0,32
visibility,1496743200.0,1
wind,1496743200.0,185
temperature,1496829600.0,-18
presure,1496829600.0,1147
rain,1496829600.0,162
humidity,1496829600.0,83
visibility,1496829600.0,10
wind,1496829600.0,48
temperature,1496916000.0,12
presure,1496916000.0,1122
rain,1496916000.0,63
humidity,1496916000.0,75
visibility,1496916000.0,1
wind,1496916000.0,140
temperature,1497002400.0,49
presure,1497002400.0,1176
rain,1497002400.0,116
humidity,1497002400.0,80
visibility,1497002400.0,8
wind,1497002400.0,151
temperature,1497088800.0,-5
presure,1497088800.0,927
rain,1497088800.0,55
humidity,1497088800.0,85
visibility,1497088800.0,10
wind,1497088800.0,6
temperature,1497175200.0,24
presure,1497175200.0,1141
rain,1497175200.0,87
humidity,1497175200.0,56
visibility,1497175200.0,15
wind,1497175200.0,17
temperature,1497261600.0,45
presure,1497261600.0,1015
rain,1497261600.0,45
humidity,1497261600.0,42
visibility,1497261600.0,0
wind,1497261600.0,61
temperature,1497348000.0,-5
presure,1497348000.0,993
rain,1497348000.0,123
humidity,1497348000.0,7
visibility,1497348000.0,5
wind,1497348000.0,28
temperature,1497434400.0,29
presure,1497434400.0,932
rain,1497434400.0,52
humidity,1497434400.0,48
visibility,1497434400.0,2
wind,1497434400.0,89
temperature,1497520800.0,-13
presure,1497520800.0,1135
rain,1497520800.0,115
humidity,1497520800.0,44
visibility,1497520800.0,0
wind,1497520800.0,80
temperature,1497607200.0,-8
presure,1497607200.0,1108
rain,1497607200.0,95
humidity,1497607200.0,33
visibility,1497607200.0,14
wind,1497607200.0,80
temperature,1497693600.0,-49
presure,1497693600.0,984
rain,1497693600.0,144
humidity,1497693600.0,54
visibility,1497693600.0,4
wind,1497693600.0,12
temperature,1497780000.0,-4
presure,1497780000.0,1147
rain,1497780000.0,112
humidity,1497780000.0,97
visibility,1497780000.0,5
wind,1497780000.0,173
temperature,1497866400.0,40
presure,1497866400.0,982
rain,1497866400.0,36
humidity,1497866400.0,19
visibility,1497866400.0,7
wind,1497866400.0,1
temperature,1497952800.0,7
presure,1497952800.0,1020
rain,1497952800.0,117
humidity,1497952800.0,74
visibility,1497952800.0,17
wind,1497952800.0,151
temperature,1498039200.0,48
presure,1498039200.0,1111
rain,1498039200.0,191
humidity,1498039200.0,85
visibility,1498039200.0,5
wind,1498039200.0,195
temperature,1498125600.0,-34
presure,1498125600.0,967
rain,1498125600.0,15
humidity,1498125600.0,37
visibility,1498125600.0,1
wind,1498125600.0,140
temperature,1498212000.0,-7
presure,1498212000.0,972
rain,1498212000.0,31
humidity,1498212000.0,1
visibility,1498212000.0,15
wind,1498212000.0,8
temperature,1498298400.0,3
presure,1498298400.0,1095
rain,1498298400.0,91
humidity,1498298400.0,92
visibility,1498298400.0,17
wind,1498298400.0,101
temperature,1498384800.0,7
presure,1498384800.0,1006
rain,1498384800.0,27
humidity,1498384800.0,90
visibility,1498384800.0,0
wind,1498384800.0,160
temperature,1498471200.0,44
presure,1498471200.0,999
rain,1498471200.0,183
humidity,1498471200.0,42
visibility,1498471200.0,4
wind,1498471200.0,87
temperature,1498557600.0,-6
presure,1498557600.0,987
rain,1498557600.0,26
humidity,1498557600.0,16
visibility,1498557600.0,3
wind,1498557600.0,179
temperature,1498644000.0,18
presure,1498644000.0,1144
rain,1498644000.0,92
humidity,1498644000.0,84
visibility,1498644000.0,19
wind,1498644000.0,151
temperature,1498730400.0,-7
presure,1498730400.0,1173
rain,1498730400.0,163
humidity,1498730400.0,16
visibility,1498730400.0,4
wind,1498730400.0,135
temperature,1498816800.0,-43
presure,1498816800.0,1060
rain,1498816800.0,87
humidity,1498816800.0,60
visibility,1498816800.0,11
wind,1498816800.0,18
temperature,1498903200.0,-8
presure,1498903200.0,1149
rain,1498903200.0,103
humidity,1498903200.0,73
visibility,1498903200.0,16
wind,1498903200.0,135
temperature,1498989600.0,-20
presure,1498989600.0,1037
rain,1498989600.0,146
humidity,1498989600.0,64
visibility,1498989600.0,10
wind,1498989600.0,75
temperature,1499076000.0,24
presure,1499076000.0,1118
rain,1499076000.0,147
